PUNKT;GRAD;SSID;BSS;RSSI;KANAL
47/34/1;0;HFU Open;C2:FB:E4:4D:14:C8;-86;11
47/34/1;0;HFU Open;C2:FB:E4:4D:14:C8;-85;11
47/34/1;0;HFU Guest;B4:FB:E4:4E:17:84;-50;44
47/34/1;0;HFU Guest;B4:FB:E4:4E:17:84;-51;44
47/34/1;0;HFU Guest;B4:FB:E4:4E:17:84;-49;44
47/34/1;0;HFU Open;C2:FB:E4:4D:13:20;-64;11
47/34/1;0;HFU Open;C2:FB:E4:4D:13:20;-65;11
47/34/1;0;HFU Open;C2:FB:E4:4D:13:20;-67;11
47/34/1;0;HFU Guest;78:8A:20:0F:32:CB;-75;6
47/34/1;0;HFU Guest;78:8A:20:0F:32:CB;-68;6
47/34/1;0;HFU Guest;78:8A:20:0F:32:CB;-69;6
47/34/1;0;HFU Guest;78:8A:20:0F:1C:62;-90;36
47/34/1;0;HFU Guest;78:8A:20:0F:1C:62;-90;36
47/34/1;0;HFU Guest;78:8A:20:0F:1C:62;-90;36
47/34/1;0;HFU Open;82:83:C2:70:21:C4;-91;1
47/34/1;0;HFU Open;82:83:C2:70:21:C4;-92;1
47/34/1;0;HFU Open;82:83:C2:70:21:C4;-92;1
47/34/1;0;HFU Guest;78:8A:20:0F:32:62;-72;36
47/34/1;0;HFU Guest;78:8A:20:0F:32:62;-69;36
47/34/1;0;HFU Guest;78:8A:20:0F:32:62;-70;36
47/34/1;0;eduroam;BE:FB:E4:4D:13:1F;-91;1
47/34/1;0;eduroam;BE:FB:E4:4D:13:1F;-88;1
47/34/1;0;eduroam;BE:FB:E4:4D:13:1F;-92;1
47/34/1;0;HFU Open;C2:FB:E4:4D:17:84;-57;1
47/34/1;0;HFU Open;C2:FB:E4:4D:17:84;-56;1
47/34/1;0;HFU Open;C2:FB:E4:4D:17:84;-57;1
47/34/1;0;HFU Guest;78:8A:20:0F:32:63;-69;6
47/34/1;0;HFU Guest;78:8A:20:0F:32:63;-66;6
47/34/1;0;HFU Guest;78:8A:20:0F:32:63;-68;6
47/34/1;0;HFU Guest;78:8A:20:0F:1C:63;-91;1
47/34/1;0;HFU Guest;78:8A:20:0F:1C:63;-91;1
47/34/1;0;HFU Guest;78:8A:20:0F:1C:63;-91;1
47/34/1;0;eduroam;82:8A:20:0F:32:CA;-80;36
47/34/1;0;eduroam;82:8A:20:0F:32:CA;-81;36
47/34/1;0;eduroam;82:8A:20:0F:32:CA;-77;36
47/34/1;0;eduroam;BE:FB:E4:4D:14:C8;-87;11
47/34/1;0;eduroam;BE:FB:E4:4D:14:C8;-87;11
47/34/1;0;eduroam;BE:FB:E4:4D:14:C8;-86;11
47/34/1;0;HFU Guest;B4:FB:E4:4D:13:1F;-92;1
47/34/1;0;HFU Guest;B4:FB:E4:4D:13:1F;-89;1
47/34/1;0;HFU Guest;B4:FB:E4:4D:13:1F;-91;1
47/34/1;0;eduroam;82:8A:20:0F:32:CB;-75;6
47/34/1;0;eduroam;82:8A:20:0F:32:CB;-68;6
47/34/1;0;eduroam;82:8A:20:0F:32:CB;-69;6
47/34/1;0;eduroam;BE:FB:E4:4D:13:20;-64;11
47/34/1;0;eduroam;BE:FB:E4:4D:13:20;-65;11
47/34/1;0;eduroam;BE:FB:E4:4D:13:20;-67;11
47/34/1;0;eduroam;82:8A:20:0F:32:62;-72;36
47/34/1;0;eduroam;82:8A:20:0F:32:62;-69;36
47/34/1;0;eduroam;82:8A:20:0F:32:62;-69;36
47/34/1;0;HFU Open;C2:FB:E4:4E:14:C8;-81;44
47/34/1;0;HFU Open;C2:FB:E4:4E:14:C8;-88;44
47/34/1;0;HFU Open;C2:FB:E4:4E:14:C8;-87;44
47/34/1;0;RIS-Labor;86:83:C2:70:21:C4;-92;1
47/34/1;0;RIS-Labor;86:83:C2:70:21:C4;-92;1
47/34/1;0;HFU Open;C2:FB:E4:4E:13:20;-61;44
47/34/1;0;HFU Open;C2:FB:E4:4E:13:20;-62;44
47/34/1;0;HFU Open;C2:FB:E4:4E:13:20;-62;44
47/34/1;0;eduroam;BE:FB:E4:4D:17:84;-57;1
47/34/1;0;eduroam;BE:FB:E4:4D:17:84;-56;1
47/34/1;0;eduroam;BE:FB:E4:4D:17:84;-57;1
47/34/1;0;HFU Guest;B4:FB:E4:4D:14:C8;-87;11
47/34/1;0;HFU Guest;B4:FB:E4:4D:14:C8;-86;11
47/34/1;0;HFU Guest;B4:FB:E4:4D:14:C8;-86;11
47/34/1;0;eduroam;82:8A:20:0F:32:63;-68;6
47/34/1;0;eduroam;82:8A:20:0F:32:63;-66;6
47/34/1;0;eduroam;82:8A:20:0F:32:63;-68;6
47/34/1;0;eduroam;82:8A:20:0F:1C:63;-93;1
47/34/1;0;eduroam;82:8A:20:0F:1C:63;-93;1
47/34/1;0;HFU Guest;B4:FB:E4:4D:13:20;-64;11
47/34/1;0;HFU Guest;B4:FB:E4:4D:13:20;-65;11
47/34/1;0;HFU Guest;B4:FB:E4:4D:13:20;-67;11
47/34/1;0;HFU Open;86:8A:20:0F:32:CA;-80;36
47/34/1;0;HFU Open;86:8A:20:0F:32:CA;-81;36
47/34/1;0;HFU Open;86:8A:20:0F:32:CA;-77;36
47/34/1;0;HFU Open;C2:FB:E4:4E:17:84;-51;44
47/34/1;0;HFU Open;C2:FB:E4:4E:17:84;-51;44
47/34/1;0;HFU Open;C2:FB:E4:4E:17:84;-50;44
47/34/1;0;HFU Guest;74:83:C2:70:21:C4;-91;1
47/34/1;0;HFU Guest;74:83:C2:70:21:C4;-91;1
47/34/1;90;HFU Guest;78:8A:20:0F:34:37;-92;1
47/34/1;90;HFU Guest;78:8A:20:0F:34:37;-92;1
47/34/1;90;HFU Guest;78:8A:20:0F:34:37;-93;1
47/34/1;90;eduroam;82:8A:20:0F:32:62;-82;36
47/34/1;90;eduroam;82:8A:20:0F:32:62;-84;36
47/34/1;90;eduroam;82:8A:20:0F:32:62;-84;36
47/34/1;90;HFU Open;C2:FB:E4:4D:14:C8;-83;11
47/34/1;90;HFU Open;C2:FB:E4:4D:14:C8;-81;11
47/34/1;90;HFU Open;C2:FB:E4:4D:14:C8;-82;11
47/34/1;90;HFU Guest;B4:FB:E4:4E:13:20;-75;44
47/34/1;90;HFU Guest;B4:FB:E4:4E:13:20;-75;44
47/34/1;90;HFU Guest;B4:FB:E4:4E:13:20;-75;44
47/34/1;90;eduroam;BE:FB:E4:4D:13:20;-84;11
47/34/1;90;eduroam;BE:FB:E4:4D:13:20;-84;11
47/34/1;90;eduroam;BE:FB:E4:4D:13:20;-84;11
47/34/1;90;eduroam;82:8A:20:0F:32:63;-79;6
47/34/1;90;eduroam;82:8A:20:0F:32:63;-82;6
47/34/1;90;eduroam;82:8A:20:0F:32:63;-81;6
47/34/1;90;HFU Guest;B4:FB:E4:80:96:DA;-92;1
47/34/1;90;HFU Guest;B4:FB:E4:80:96:DA;-92;1
47/34/1;90;HFU Open;C2:FB:E4:4D:17:84;-72;1
47/34/1;90;HFU Open;C2:FB:E4:4D:17:84;-72;1
47/34/1;90;HFU Open;C2:FB:E4:4D:17:84;-66;1
47/34/1;90;eduroam;BE:FB:E4:4D:14:C8;-83;11
47/34/1;90;eduroam;BE:FB:E4:4D:14:C8;-80;11
47/34/1;90;eduroam;BE:FB:E4:4D:14:C8;-82;11
47/34/1;90;HFU Guest;74:83:C2:70:21:C3;-89;40
47/34/1;90;HFU Guest;74:83:C2:70:21:C3;-88;40
47/34/1;90;HFU Guest;74:83:C2:70:21:C3;-89;40
47/34/1;90;HFU Guest;78:8A:20:0F:32:CA;-54;36
47/34/1;90;HFU Guest;78:8A:20:0F:32:CA;-56;36
47/34/1;90;HFU Guest;78:8A:20:0F:32:CA;-53;36
47/34/1;90;HFU Guest;B4:FB:E4:4E:17:84;-70;44
47/34/1;90;HFU Guest;B4:FB:E4:4E:17:84;-70;44
47/34/1;90;HFU Guest;B4:FB:E4:4E:17:84;-73;44
47/34/1;90;HFU Guest;78:8A:20:0F:32:C3;-81;11
47/34/1;90;HFU Guest;78:8A:20:0F:32:C3;-84;11
47/34/1;90;HFU Open;C2:FB:E4:4D:13:1F;-87;1
47/34/1;90;HFU Open;C2:FB:E4:4D:13:1F;-87;1
47/34/1;90;HFU Open;C2:FB:E4:4D:13:1F;-88;1
47/34/1;90;eduroam;BE:FB:E4:4D:17:84;-72;1
47/34/1;90;eduroam;BE:FB:E4:4D:17:84;-72;1
47/34/1;90;eduroam;BE:FB:E4:4D:17:84;-66;1
47/34/1;90;HFU Guest;74:83:C2:70:21:C4;-87;1
47/34/1;90;HFU Guest;74:83:C2:70:21:C4;-84;1
47/34/1;90;HFU Open;86:8A:20:0F:34:37;-92;1
47/34/1;90;HFU Open;86:8A:20:0F:34:37;-92;1
47/34/1;90;HFU Open;86:8A:20:0F:34:37;-93;1
47/34/1;90;HFU Guest;78:8A:20:0F:32:CB;-52;6
47/34/1;90;HFU Guest;78:8A:20:0F:32:CB;-49;6
47/34/1;90;HFU Guest;78:8A:20:0F:32:CB;-51;6
47/34/1;90;RIS-Labor;86:83:C2:70:21:C3;-88;40
47/34/1;90;RIS-Labor;86:83:C2:70:21:C3;-88;40
47/34/1;90;RIS-Labor;86:83:C2:70:21:C3;-90;40
47/34/1;90;HFU Open;C2:FB:E4:4E:13:20;-76;44
47/34/1;90;HFU Open;C2:FB:E4:4E:13:20;-76;44
47/34/1;90;HFU Open;C2:FB:E4:4E:13:20;-79;44
47/34/1;90;eduroam;BE:FB:E4:4D:13:1F;-87;1
47/34/1;90;eduroam;BE:FB:E4:4D:13:1F;-87;1
47/34/1;90;eduroam;BE:FB:E4:4D:13:1F;-88;1
47/34/1;90;HFU Guest;78:8A:20:0F:32:62;-83;36
47/34/1;90;HFU Guest;78:8A:20:0F:32:62;-83;36
47/34/1;90;HFU Guest;78:8A:20:0F:32:62;-84;36
47/34/1;90;RIS-Labor;86:83:C2:70:21:C4;-84;1
47/34/1;90;RIS-Labor;86:83:C2:70:21:C4;-84;1
47/34/1;90;RIS-Labor;86:83:C2:70:21:C4;-84;1
47/34/1;90;HFU Open;C2:FB:E4:80:96:DA;-92;1
47/34/1;90;HFU Open;C2:FB:E4:80:96:DA;-92;1
47/34/1;90;HFU Guest;78:8A:20:0F:1C:62;-89;36
47/34/1;90;HFU Guest;78:8A:20:0F:1C:62;-89;36
47/34/1;90;HFU Open;C2:FB:E4:4E:14:C8;-79;44
47/34/1;90;HFU Open;C2:FB:E4:4E:14:C8;-79;44
47/34/1;90;HFU Open;C2:FB:E4:4E:14:C8;-79;44
47/34/1;90;HFU Guest;78:8A:20:0F:32:63;-79;6
47/34/1;90;HFU Guest;78:8A:20:0F:32:63;-82;6
47/34/1;90;HFU Guest;78:8A:20:0F:32:63;-81;6
47/34/1;90;eduroam;BE:FB:E4:4E:13:20;-76;44
47/34/1;90;eduroam;BE:FB:E4:4E:13:20;-77;44
47/34/1;90;eduroam;BE:FB:E4:4E:13:20;-77;44
47/34/1;90;HFU Open;86:8A:20:0F:32:C2;-88;36
47/34/1;90;eduroam;BE:FB:E4:84:75:A5;-93;6
47/34/1;90;eduroam;BE:FB:E4:84:75:A5;-93;6
47/34/1;90;eduroam;6A:D7:9A:28:9B:6C;-91;6
47/34/1;90;eduroam;6A:D7:9A:28:9B:6C;-91;6
47/34/1;90;HFU Guest;78:8A:20:0F:1C:63;-84;1
47/34/1;90;HFU Guest;B4:FB:E4:4D:13:20;-84;11
47/34/1;90;HFU Guest;B4:FB:E4:4D:13:20;-84;11
47/34/1;90;HFU Guest;B4:FB:E4:4D:13:20;-84;11
47/34/1;90;HFU Open;82:83:C2:70:21:C3;-89;40
47/34/1;90;HFU Open;82:83:C2:70:21:C3;-88;40
47/34/1;90;HFU Open;82:83:C2:70:21:C3;-91;40
47/34/1;90;HFU Open;86:8A:20:0F:32:CA;-54;36
47/34/1;90;HFU Open;86:8A:20:0F:32:CA;-57;36
47/34/1;90;HFU Open;86:8A:20:0F:32:CA;-53;36
47/34/1;90;HFU Open;86:8A:20:0F:32:C3;-83;11
47/34/1;90;HFU Open;86:8A:20:0F:32:C3;-81;11
47/34/1;90;HFU Open;86:8A:20:0F:32:C3;-81;11
47/34/1;90;eduroam;BE:FB:E4:4E:14:C8;-81;44
47/34/1;90;eduroam;BE:FB:E4:4E:14:C8;-81;44
47/34/1;90;eduroam;BE:FB:E4:4E:14:C8;-81;44
47/34/1;90;HFU Open;C2:FB:E4:4E:17:84;-69;44
47/34/1;90;HFU Open;C2:FB:E4:4E:17:84;-70;44
47/34/1;90;HFU Open;C2:FB:E4:4E:17:84;-73;44
47/34/1;90;HFU Open;82:83:C2:70:21:C4;-84;1
47/34/1;90;HFU Open;82:83:C2:70:21:C4;-84;1
47/34/1;90;HFU Open;82:83:C2:70:21:C4;-84;1
47/34/1;90;HFU Open;86:8A:20:0F:32:CB;-52;6
47/34/1;90;HFU Open;86:8A:20:0F:32:CB;-49;6
47/34/1;90;HFU Open;86:8A:20:0F:32:CB;-51;6
47/34/1;90;HFU Guest;B4:FB:E4:4D:14:C8;-83;11
47/34/1;90;HFU Guest;B4:FB:E4:4D:14:C8;-81;11
47/34/1;90;HFU Guest;B4:FB:E4:4D:14:C8;-82;11
47/34/1;90;eduroam;7E:83:C2:70:21:C3;-88;40
47/34/1;90;eduroam;7E:83:C2:70:21:C3;-87;40
47/34/1;90;eduroam;7E:83:C2:70:21:C3;-90;40
47/34/1;90;eduroam;BE:FB:E4:4E:17:84;-70;44
47/34/1;90;eduroam;BE:FB:E4:4E:17:84;-70;44
47/34/1;90;eduroam;BE:FB:E4:4E:17:84;-73;44
47/34/1;90;HFU Open;86:8A:20:0F:32:62;-82;36
47/34/1;90;HFU Open;86:8A:20:0F:32:62;-85;36
47/34/1;90;HFU Open;86:8A:20:0F:32:62;-84;36
47/34/1;90;HFU Guest;B4:FB:E4:4D:17:84;-72;1
47/34/1;90;HFU Guest;B4:FB:E4:4D:17:84;-72;1
47/34/1;90;HFU Guest;B4:FB:E4:4D:17:84;-66;1
47/34/1;90;eduroam;7E:83:C2:70:21:C4;-87;1
47/34/1;90;eduroam;7E:83:C2:70:21:C4;-84;1
47/34/1;90;eduroam;82:8A:20:0F:32:C2;-88;36
47/34/1;90;HFU Open;86:8A:20:0F:1C:62;-87;36
47/34/1;90;HFU Open;86:8A:20:0F:1C:62;-89;36
47/34/1;90;HFU Open;86:8A:20:0F:1C:62;-89;36
47/34/1;90;eduroam;82:8A:20:0F:32:CA;-56;36
47/34/1;90;eduroam;82:8A:20:0F:32:CA;-53;36
47/34/1;90;eduroam;82:8A:20:0F:32:CA;-56;36
47/34/1;90;HFU Open;86:8A:20:0F:32:63;-79;6
47/34/1;90;HFU Open;86:8A:20:0F:32:63;-82;6
47/34/1;90;HFU Open;86:8A:20:0F:32:63;-81;6
47/34/1;90;eduroam;82:8A:20:0F:32:C3;-84;11
47/34/1;90;eduroam;82:8A:20:0F:32:C3;-81;11
47/34/1;90;eduroam;82:8A:20:0F:32:C3;-84;11
47/34/1;90;eduroam;82:8A:20:0F:32:CB;-52;6
47/34/1;90;eduroam;82:8A:20:0F:32:CB;-49;6
47/34/1;90;eduroam;82:8A:20:0F:32:CB;-51;6
47/34/1;90;HFU Guest;B4:FB:E4:4D:13:1F;-87;1
47/34/1;90;HFU Guest;B4:FB:E4:4D:13:1F;-87;1
47/34/1;90;HFU Guest;B4:FB:E4:4D:13:1F;-87;1
47/34/1;90;HFU Open;C2:FB:E4:4D:13:20;-84;11
47/34/1;90;HFU Open;C2:FB:E4:4D:13:20;-84;11
47/34/1;90;HFU Open;C2:FB:E4:4D:13:20;-84;11
47/34/1;180;eduroam;82:8A:20:0F:32:62;-89;36
47/34/1;180;eduroam;82:8A:20:0F:32:62;-89;36
47/34/1;180;HFU Open;C2:FB:E4:4D:14:C8;-84;11
47/34/1;180;HFU Open;C2:FB:E4:4D:14:C8;-83;11
47/34/1;180;HFU Open;C2:FB:E4:4D:14:C8;-83;11
47/34/1;180;HFU Guest;B4:FB:E4:4E:13:20;-72;44
47/34/1;180;HFU Guest;B4:FB:E4:4E:13:20;-73;44
47/34/1;180;HFU Guest;B4:FB:E4:4E:13:20;-73;44
47/34/1;180;eduroam;82:8A:20:0F:1C:62;-84;36
47/34/1;180;eduroam;BE:FB:E4:4D:13:20;-79;11
47/34/1;180;eduroam;BE:FB:E4:4D:13:20;-78;11
47/34/1;180;eduroam;BE:FB:E4:4D:13:20;-78;11
47/34/1;180;eduroam;82:8A:20:0F:32:63;-86;6
47/34/1;180;eduroam;82:8A:20:0F:32:63;-81;6
47/34/1;180;eduroam;82:8A:20:0F:32:63;-80;6
47/34/1;180;HFU Open;C2:FB:E4:4D:17:84;-76;1
47/34/1;180;HFU Open;C2:FB:E4:4D:17:84;-73;1
47/34/1;180;HFU Open;C2:FB:E4:4D:17:84;-74;1
47/34/1;180;eduroam;BE:FB:E4:4D:14:C8;-83;11
47/34/1;180;eduroam;BE:FB:E4:4D:14:C8;-83;11
47/34/1;180;eduroam;BE:FB:E4:4D:14:C8;-83;11
47/34/1;180;HFU Guest;78:8A:20:0F:32:C2;-85;36
47/34/1;180;HFU Guest;78:8A:20:0F:32:C2;-85;36
47/34/1;180;HFU Guest;78:8A:20:0F:32:C2;-85;36
47/34/1;180;HFU Guest;74:83:C2:70:21:C3;-88;40
47/34/1;180;HFU Guest;74:83:C2:70:21:C3;-88;40
47/34/1;180;HFU Guest;74:83:C2:70:21:C3;-88;40
47/34/1;180;HFU Guest;78:8A:20:0F:32:CA;-51;36
47/34/1;180;HFU Guest;78:8A:20:0F:32:CA;-51;36
47/34/1;180;HFU Guest;78:8A:20:0F:32:CA;-52;36
47/34/1;180;HFU Guest;78:8A:20:0F:32:C3;-86;11
47/34/1;180;HFU Guest;78:8A:20:0F:32:C3;-84;11
47/34/1;180;HFU Guest;78:8A:20:0F:32:C3;-84;11
47/34/1;180;HFU Guest;B4:FB:E4:4E:17:84;-71;44
47/34/1;180;HFU Guest;B4:FB:E4:4E:17:84;-71;44
47/34/1;180;HFU Guest;B4:FB:E4:4E:17:84;-71;44
47/34/1;180;HFU Open;C2:FB:E4:4D:13:1F;-90;1
47/34/1;180;HFU Open;C2:FB:E4:4D:13:1F;-90;1
47/34/1;180;eduroam;BE:FB:E4:4D:17:84;-76;1
47/34/1;180;eduroam;BE:FB:E4:4D:17:84;-73;1
47/34/1;180;eduroam;BE:FB:E4:4D:17:84;-73;1
47/34/1;180;HFU Guest;74:83:C2:70:21:C4;-86;1
47/34/1;180;HFU Guest;74:83:C2:70:21:C4;-88;1
47/34/1;180;HFU Guest;74:83:C2:70:21:C4;-88;1
47/34/1;180;HFU Guest;78:8A:20:0F:32:CB;-49;6
47/34/1;180;HFU Guest;78:8A:20:0F:32:CB;-50;6
47/34/1;180;HFU Guest;78:8A:20:0F:32:CB;-50;6
47/34/1;180;RIS-Labor;86:83:C2:70:21:C3;-88;40
47/34/1;180;RIS-Labor;86:83:C2:70:21:C3;-88;40
47/34/1;180;RIS-Labor;86:83:C2:70:21:C3;-88;40
47/34/1;180;HFU Open;C2:FB:E4:4E:13:20;-71;44
47/34/1;180;HFU Open;C2:FB:E4:4E:13:20;-73;44
47/34/1;180;HFU Open;C2:FB:E4:4E:13:20;-73;44
47/34/1;180;eduroam;BE:FB:E4:4D:13:1F;-90;1
47/34/1;180;eduroam;BE:FB:E4:4D:13:1F;-90;1
47/34/1;180;RIS-Labor;86:83:C2:70:21:C4;-87;1
47/34/1;180;RIS-Labor;86:83:C2:70:21:C4;-87;1
47/34/1;180;HFU Guest;78:8A:20:0F:1C:62;-85;36
47/34/1;180;HFU Guest;78:8A:20:0F:1C:62;-85;36
47/34/1;180;HFU Guest;78:8A:20:0F:1C:62;-83;36
47/34/1;180;HFU Open;C2:FB:E4:4E:14:C8;-78;44
47/34/1;180;HFU Open;C2:FB:E4:4E:14:C8;-78;44
47/34/1;180;HFU Open;C2:FB:E4:4E:14:C8;-78;44
47/34/1;180;HFU Guest;78:8A:20:0F:32:63;-86;6
47/34/1;180;HFU Guest;78:8A:20:0F:32:63;-81;6
47/34/1;180;HFU Guest;78:8A:20:0F:32:63;-81;6
47/34/1;180;eduroam;BE:FB:E4:4E:13:20;-71;44
47/34/1;180;eduroam;BE:FB:E4:4E:13:20;-72;44
47/34/1;180;eduroam;BE:FB:E4:4E:13:20;-73;44
47/34/1;180;HFU Open;86:8A:20:0F:32:C2;-86;36
47/34/1;180;HFU Open;86:8A:20:0F:32:C2;-84;36
47/34/1;180;HFU Open;86:8A:20:0F:32:C2;-85;36
47/34/1;180;HFU Guest;B4:FB:E4:4D:13:20;-78;11
47/34/1;180;HFU Guest;B4:FB:E4:4D:13:20;-79;11
47/34/1;180;HFU Guest;B4:FB:E4:4D:13:20;-77;11
47/34/1;180;HFU Open;82:83:C2:70:21:C3;-88;40
47/34/1;180;HFU Open;82:83:C2:70:21:C3;-88;40
47/34/1;180;HFU Open;82:83:C2:70:21:C3;-88;40
47/34/1;180;eduroam;BE:FB:E4:80:96:DA;-91;1
47/34/1;180;eduroam;BE:FB:E4:80:96:DA;-90;1
47/34/1;180;HFU Open;86:8A:20:0F:32:C3;-84;11
47/34/1;180;HFU Open;86:8A:20:0F:32:C3;-84;11
47/34/1;180;HFU Open;86:8A:20:0F:32:C3;-84;11
47/34/1;180;HFU Open;C2:FB:E4:4E:17:84;-72;44
47/34/1;180;HFU Open;C2:FB:E4:4E:17:84;-72;44
47/34/1;180;HFU Open;C2:FB:E4:4E:17:84;-73;44
47/34/1;180;HFU Open;86:8A:20:0F:32:CA;-52;36
47/34/1;180;HFU Open;86:8A:20:0F:32:CA;-51;36
47/34/1;180;HFU Open;86:8A:20:0F:32:CA;-52;36
47/34/1;180;HFU Open;86:8A:20:0F:32:CB;-48;6
47/34/1;180;HFU Open;86:8A:20:0F:32:CB;-50;6
47/34/1;180;HFU Open;86:8A:20:0F:32:CB;-50;6
47/34/1;180;eduroam;7E:83:C2:70:21:C3;-88;40
47/34/1;180;eduroam;7E:83:C2:70:21:C3;-88;40
47/34/1;180;eduroam;7E:83:C2:70:21:C3;-87;40
47/34/1;180;eduroam;BE:FB:E4:4E:17:84;-73;44
47/34/1;180;eduroam;BE:FB:E4:4E:17:84;-72;44
47/34/1;180;eduroam;BE:FB:E4:4E:17:84;-72;44
47/34/1;180;HFU Open;86:8A:20:0F:32:62;-89;36
47/34/1;180;HFU Open;86:8A:20:0F:32:62;-89;36
47/34/1;180;HFU Open;86:8A:20:0F:32:62;-89;36
47/34/1;180;eduroam;82:8A:20:0F:32:C2;-86;36
47/34/1;180;eduroam;82:8A:20:0F:32:C2;-85;36
47/34/1;180;eduroam;82:8A:20:0F:32:C2;-85;36
47/34/1;180;HFU Guest;B4:FB:E4:4D:17:84;-72;1
47/34/1;180;HFU Guest;B4:FB:E4:4D:17:84;-74;1
47/34/1;180;HFU Open;86:8A:20:0F:1C:62;-84;36
47/34/1;180;eduroam;82:8A:20:0F:32:CA;-52;36
47/34/1;180;eduroam;82:8A:20:0F:32:CA;-51;36
47/34/1;180;eduroam;82:8A:20:0F:32:CA;-51;36
47/34/1;180;HFU Open;86:8A:20:0F:32:63;-87;6
47/34/1;180;HFU Open;86:8A:20:0F:32:63;-80;6
47/34/1;180;HFU Open;86:8A:20:0F:32:63;-81;6
47/34/1;180;HFU Guest;18:E8:29:ED:30:A7;-93;1
47/34/1;180;eduroam;82:8A:20:0F:32:CB;-49;6
47/34/1;180;eduroam;82:8A:20:0F:32:CB;-50;6
47/34/1;180;eduroam;82:8A:20:0F:32:CB;-50;6
47/34/1;180;HFU Guest;B4:FB:E4:4D:13:1F;-90;1
47/34/1;180;HFU Guest;B4:FB:E4:4D:13:1F;-90;1
47/34/1;180;HFU Open;C2:FB:E4:4D:13:20;-78;11
47/34/1;180;HFU Open;C2:FB:E4:4D:13:20;-78;11
47/34/1;270;eduroam;82:8A:20:0F:32:62;-88;36
47/34/1;270;eduroam;82:8A:20:0F:32:62;-87;36
47/34/1;270;eduroam;82:8A:20:0F:32:62;-88;36
47/34/1;270;HFU Open;C2:FB:E4:4D:14:C8;-90;11
47/34/1;270;HFU Open;C2:FB:E4:4D:14:C8;-84;11
47/34/1;270;HFU Open;C2:FB:E4:4D:14:C8;-84;11
47/34/1;270;HFU Guest;B4:FB:E4:4E:13:20;-74;44
47/34/1;270;HFU Guest;B4:FB:E4:4E:13:20;-73;44
47/34/1;270;HFU Guest;B4:FB:E4:4E:13:20;-75;44
47/34/1;270;eduroam;82:8A:20:0F:1C:62;-85;36
47/34/1;270;eduroam;BE:FB:E4:4D:13:20;-81;11
47/34/1;270;eduroam;BE:FB:E4:4D:13:20;-75;11
47/34/1;270;eduroam;BE:FB:E4:4D:13:20;-76;11
47/34/1;270;eduroam;82:8A:20:0F:32:63;-78;6
47/34/1;270;eduroam;82:8A:20:0F:32:63;-77;6
47/34/1;270;eduroam;82:8A:20:0F:32:63;-77;6
47/34/1;270;HFU Guest;B4:FB:E4:80:96:DA;-92;1
47/34/1;270;HFU Guest;B4:FB:E4:80:96:DA;-92;1
47/34/1;270;HFU Open;C2:FB:E4:4D:17:84;-70;1
47/34/1;270;HFU Open;C2:FB:E4:4D:17:84;-70;1
47/34/1;270;HFU Open;C2:FB:E4:4D:17:84;-70;1
47/34/1;270;eduroam;BE:FB:E4:4D:14:C8;-89;11
47/34/1;270;eduroam;BE:FB:E4:4D:14:C8;-84;11
47/34/1;270;eduroam;BE:FB:E4:4D:14:C8;-84;11
47/34/1;270;HFU Guest;74:83:C2:70:21:C3;-89;40
47/34/1;270;HFU Guest;74:83:C2:70:21:C3;-88;40
47/34/1;270;HFU Guest;B4:FB:E4:4E:17:84;-69;44
47/34/1;270;HFU Guest;B4:FB:E4:4E:17:84;-71;44
47/34/1;270;HFU Guest;B4:FB:E4:4E:17:84;-73;44
47/34/1;270;HFU Guest;78:8A:20:0F:32:C3;-85;11
47/34/1;270;HFU Guest;78:8A:20:0F:32:C3;-88;11
47/34/1;270;HFU Guest;78:8A:20:0F:32:C3;-88;11
47/34/1;270;HFU Guest;78:8A:20:0F:32:CA;-62;36
47/34/1;270;HFU Guest;78:8A:20:0F:32:CA;-60;36
47/34/1;270;HFU Guest;78:8A:20:0F:32:CA;-61;36
47/34/1;270;HFU Open;C2:FB:E4:4D:13:1F;-85;1
47/34/1;270;HFU Open;C2:FB:E4:4D:13:1F;-87;1
47/34/1;270;HFU Open;C2:FB:E4:4D:13:1F;-88;1
47/34/1;270;eduroam;BE:FB:E4:4D:17:84;-70;1
47/34/1;270;eduroam;BE:FB:E4:4D:17:84;-70;1
47/34/1;270;eduroam;BE:FB:E4:4D:17:84;-70;1
47/34/1;270;HFU Guest;74:83:C2:70:21:C4;-87;1
47/34/1;270;HFU Guest;78:8A:20:0F:32:CB;-54;6
47/34/1;270;HFU Guest;78:8A:20:0F:32:CB;-56;6
47/34/1;270;HFU Guest;78:8A:20:0F:32:CB;-56;6
47/34/1;270;HFU Open;86:8A:20:0F:34:37;-94;1
47/34/1;270;HFU Open;86:8A:20:0F:34:37;-93;1
47/34/1;270;RIS-Labor;86:83:C2:70:21:C3;-88;40
47/34/1;270;RIS-Labor;86:83:C2:70:21:C3;-88;40
47/34/1;270;HFU Open;C2:FB:E4:4E:13:20;-74;44
47/34/1;270;HFU Open;C2:FB:E4:4E:13:20;-73;44
47/34/1;270;HFU Open;C2:FB:E4:4E:13:20;-75;44
47/34/1;270;eduroam;BE:FB:E4:4D:13:1F;-85;1
47/34/1;270;eduroam;BE:FB:E4:4D:13:1F;-87;1
47/34/1;270;eduroam;BE:FB:E4:4D:13:1F;-88;1
47/34/1;270;HFU Guest;78:8A:20:0F:32:62;-89;36
